event-id,visible,timestamp,location-long,location-lat,argos:lc,lat-upper,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
16029334193,true,2016-10-21 15:33:00.000,-20.688,74.472,"1",74.472,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509323.249515149,8264721.723269848,"27N"
16029334197,true,2016-10-21 16:21:00.000,-20.673,74.47,"3",74.47,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509772.70559186355,8264500.997749543,"27N"
16029334198,true,2016-10-22 15:21:00.000,-20.259,74.464,"3",74.464,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",522153.4040652823,8263942.7396639045,"27N"
16029334201,true,2016-10-23 15:15:00.000,-20.654,74.473,"A",74.473,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510338.5854432409,8264838.911035634,"27N"
16029334202,true,2016-10-23 15:38:00.000,-20.653,74.465,"3",74.465,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510373.6735667128,8263946.55173263,"27N"
16029334204,true,2016-10-23 15:56:00.000,-20.641,74.468,"A",74.468,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510730.3928029838,8264283.380798239,"27N"
16029334206,true,2016-10-24 14:59:00.000,-20.601,74.518,"3",74.518,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511888.53087519715,8269869.318264803,"27N"
16029334209,true,2016-10-24 15:32:00.000,-20.559,74.526,"3",74.526,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",513133.31430120184,8270770.687895233,"27N"
16029334211,true,2016-10-24 16:59:00.000,-20.594,74.547,"A",74.547,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512075.0022059247,8273106.163731463,"27N"
16029334216,true,2016-10-26 16:21:00.000,-20.622,74.475,"A",74.475,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511293.3254275412,8265067.864535882,"27N"
